EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeographySrc,SubGeography1Src,ModelGeographyDest,SubGeography1Dest,ImpSupplyFromTo
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,EVENING,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,SUMMER,ALLDAYS,NIGHT,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EARLY,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MORN,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,MID,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,EVENING,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,MONSOON,ALLDAYS,NIGHT,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,EARLY,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NER,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MORN,INDIA,NER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,ER,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,ER,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,ER,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,ER,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,ER,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,WR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,WR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,WR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,WR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,SR,INDIA,ER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,SR,INDIA,WR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,SR,INDIA,SR,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2026,AUTUMN,ALLDAYS,MID,INDIA,NER,INDIA,ER,0.0
