InstYear,EnergyConvTech,Year,ModelGeography,SubGeography1,FixedCost
2022,EG_COAL,2030,INDIA,SR,9928.688783
2022,EG_COAL,2030,INDIA,NER,9928.688783
2022,EG_COAL,2031,INDIA,NR,9928.688783
2022,EG_COAL,2031,INDIA,ER,9928.688783
2022,EG_COAL,2031,INDIA,WR,9928.688783
2022,EG_COAL,2031,INDIA,SR,9928.688783
2022,EG_COAL,2031,INDIA,NER,9928.688783
2023,EG_COAL,2023,INDIA,NR,9928.688783
2023,EG_COAL,2023,INDIA,ER,9928.688783
2023,EG_COAL,2023,INDIA,WR,9928.688783
2023,EG_COAL,2023,INDIA,SR,9928.688783
2023,EG_COAL,2023,INDIA,NER,9928.688783
2023,EG_COAL,2024,INDIA,NR,9928.688783
2023,EG_COAL,2024,INDIA,ER,9928.688783
2023,EG_COAL,2024,INDIA,WR,9928.688783
2023,EG_COAL,2024,INDIA,SR,9928.688783
2023,EG_COAL,2024,INDIA,NER,9928.688783
2023,EG_COAL,2025,INDIA,NR,9928.688783
2023,EG_COAL,2025,INDIA,ER,9928.688783
2023,EG_COAL,2025,INDIA,WR,9928.688783
2023,EG_COAL,2025,INDIA,SR,9928.688783
2023,EG_COAL,2025,INDIA,NER,9928.688783
2023,EG_COAL,2026,INDIA,NR,9928.688783
2023,EG_COAL,2026,INDIA,ER,9928.688783
2023,EG_COAL,2026,INDIA,WR,9928.688783
2023,EG_COAL,2026,INDIA,SR,9928.688783
2023,EG_COAL,2026,INDIA,NER,9928.688783
2023,EG_COAL,2027,INDIA,NR,9928.688783
2023,EG_COAL,2027,INDIA,ER,9928.688783
2023,EG_COAL,2027,INDIA,WR,9928.688783
2023,EG_COAL,2027,INDIA,SR,9928.688783
2023,EG_COAL,2027,INDIA,NER,9928.688783
2023,EG_COAL,2028,INDIA,NR,9928.688783
2023,EG_COAL,2028,INDIA,ER,9928.688783
2023,EG_COAL,2028,INDIA,WR,9928.688783
2023,EG_COAL,2028,INDIA,SR,9928.688783
2023,EG_COAL,2028,INDIA,NER,9928.688783
2023,EG_COAL,2029,INDIA,NR,9928.688783
2023,EG_COAL,2029,INDIA,ER,9928.688783
2023,EG_COAL,2029,INDIA,WR,9928.688783
2023,EG_COAL,2029,INDIA,SR,9928.688783
2023,EG_COAL,2029,INDIA,NER,9928.688783
2023,EG_COAL,2030,INDIA,NR,9928.688783
2023,EG_COAL,2030,INDIA,ER,9928.688783
2023,EG_COAL,2030,INDIA,WR,9928.688783
2023,EG_COAL,2030,INDIA,SR,9928.688783
2023,EG_COAL,2030,INDIA,NER,9928.688783
2023,EG_COAL,2031,INDIA,NR,9928.688783
2023,EG_COAL,2031,INDIA,ER,9928.688783
2023,EG_COAL,2031,INDIA,WR,9928.688783
2023,EG_COAL,2031,INDIA,SR,9928.688783
2023,EG_COAL,2031,INDIA,NER,9928.688783
2024,EG_COAL,2024,INDIA,NR,9928.688783
2024,EG_COAL,2024,INDIA,ER,9928.688783
2024,EG_COAL,2024,INDIA,WR,9928.688783
2024,EG_COAL,2024,INDIA,SR,9928.688783
2024,EG_COAL,2024,INDIA,NER,9928.688783
2024,EG_COAL,2025,INDIA,NR,9928.688783
2024,EG_COAL,2025,INDIA,ER,9928.688783
2024,EG_COAL,2025,INDIA,WR,9928.688783
2024,EG_COAL,2025,INDIA,SR,9928.688783
2024,EG_COAL,2025,INDIA,NER,9928.688783
2024,EG_COAL,2026,INDIA,NR,9928.688783
2024,EG_COAL,2026,INDIA,ER,9928.688783
2024,EG_COAL,2026,INDIA,WR,9928.688783
2024,EG_COAL,2026,INDIA,SR,9928.688783
2024,EG_COAL,2026,INDIA,NER,9928.688783
2024,EG_COAL,2027,INDIA,NR,9928.688783
2024,EG_COAL,2027,INDIA,ER,9928.688783
2024,EG_COAL,2027,INDIA,WR,9928.688783
2024,EG_COAL,2027,INDIA,SR,9928.688783
2024,EG_COAL,2027,INDIA,NER,9928.688783
2024,EG_COAL,2028,INDIA,NR,9928.688783
2024,EG_COAL,2028,INDIA,ER,9928.688783
2024,EG_COAL,2028,INDIA,WR,9928.688783
2024,EG_COAL,2028,INDIA,SR,9928.688783
2024,EG_COAL,2028,INDIA,NER,9928.688783
2024,EG_COAL,2029,INDIA,NR,9928.688783
2024,EG_COAL,2029,INDIA,ER,9928.688783
2024,EG_COAL,2029,INDIA,WR,9928.688783
2024,EG_COAL,2029,INDIA,SR,9928.688783
2024,EG_COAL,2029,INDIA,NER,9928.688783
2024,EG_COAL,2030,INDIA,NR,9928.688783
2024,EG_COAL,2030,INDIA,ER,9928.688783
2024,EG_COAL,2030,INDIA,WR,9928.688783
2024,EG_COAL,2030,INDIA,SR,9928.688783
2024,EG_COAL,2030,INDIA,NER,9928.688783
2024,EG_COAL,2031,INDIA,NR,9928.688783
2024,EG_COAL,2031,INDIA,ER,9928.688783
2024,EG_COAL,2031,INDIA,WR,9928.688783
2024,EG_COAL,2031,INDIA,SR,9928.688783
2024,EG_COAL,2031,INDIA,NER,9928.688783
2025,EG_COAL,2025,INDIA,NR,9928.688783
2025,EG_COAL,2025,INDIA,ER,9928.688783
2025,EG_COAL,2025,INDIA,WR,9928.688783
2025,EG_COAL,2025,INDIA,SR,9928.688783
2025,EG_COAL,2025,INDIA,NER,9928.688783
2025,EG_COAL,2026,INDIA,NR,9928.688783
2025,EG_COAL,2026,INDIA,ER,9928.688783
2025,EG_COAL,2026,INDIA,WR,9928.688783
2025,EG_COAL,2026,INDIA,SR,9928.688783
2025,EG_COAL,2026,INDIA,NER,9928.688783
2025,EG_COAL,2027,INDIA,NR,9928.688783
2025,EG_COAL,2027,INDIA,ER,9928.688783
2025,EG_COAL,2027,INDIA,WR,9928.688783
2025,EG_COAL,2027,INDIA,SR,9928.688783
2025,EG_COAL,2027,INDIA,NER,9928.688783
2025,EG_COAL,2028,INDIA,NR,9928.688783
2025,EG_COAL,2028,INDIA,ER,9928.688783
2025,EG_COAL,2028,INDIA,WR,9928.688783
2025,EG_COAL,2028,INDIA,SR,9928.688783
2025,EG_COAL,2028,INDIA,NER,9928.688783
2025,EG_COAL,2029,INDIA,NR,9928.688783
2025,EG_COAL,2029,INDIA,ER,9928.688783
2025,EG_COAL,2029,INDIA,WR,9928.688783
2025,EG_COAL,2029,INDIA,SR,9928.688783
2025,EG_COAL,2029,INDIA,NER,9928.688783
2025,EG_COAL,2030,INDIA,NR,9928.688783
2025,EG_COAL,2030,INDIA,ER,9928.688783
2025,EG_COAL,2030,INDIA,WR,9928.688783
2025,EG_COAL,2030,INDIA,SR,9928.688783
2025,EG_COAL,2030,INDIA,NER,9928.688783
2025,EG_COAL,2031,INDIA,NR,9928.688783
2025,EG_COAL,2031,INDIA,ER,9928.688783
2025,EG_COAL,2031,INDIA,WR,9928.688783
2025,EG_COAL,2031,INDIA,SR,9928.688783
2025,EG_COAL,2031,INDIA,NER,9928.688783
2026,EG_COAL,2026,INDIA,NR,9928.688783
2026,EG_COAL,2026,INDIA,ER,9928.688783
2026,EG_COAL,2026,INDIA,WR,9928.688783
2026,EG_COAL,2026,INDIA,SR,9928.688783
2026,EG_COAL,2026,INDIA,NER,9928.688783
2026,EG_COAL,2027,INDIA,NR,9928.688783
2026,EG_COAL,2027,INDIA,ER,9928.688783
2026,EG_COAL,2027,INDIA,WR,9928.688783
2026,EG_COAL,2027,INDIA,SR,9928.688783
2026,EG_COAL,2027,INDIA,NER,9928.688783
2026,EG_COAL,2028,INDIA,NR,9928.688783
2026,EG_COAL,2028,INDIA,ER,9928.688783
2026,EG_COAL,2028,INDIA,WR,9928.688783
2026,EG_COAL,2028,INDIA,SR,9928.688783
2026,EG_COAL,2028,INDIA,NER,9928.688783
2026,EG_COAL,2029,INDIA,NR,9928.688783
2026,EG_COAL,2029,INDIA,ER,9928.688783
2026,EG_COAL,2029,INDIA,WR,9928.688783
2026,EG_COAL,2029,INDIA,SR,9928.688783
2026,EG_COAL,2029,INDIA,NER,9928.688783
2026,EG_COAL,2030,INDIA,NR,9928.688783
2026,EG_COAL,2030,INDIA,ER,9928.688783
2026,EG_COAL,2030,INDIA,WR,9928.688783
2026,EG_COAL,2030,INDIA,SR,9928.688783
2026,EG_COAL,2030,INDIA,NER,9928.688783
2026,EG_COAL,2031,INDIA,NR,9928.688783
2026,EG_COAL,2031,INDIA,ER,9928.688783
2026,EG_COAL,2031,INDIA,WR,9928.688783
2026,EG_COAL,2031,INDIA,SR,9928.688783
2026,EG_COAL,2031,INDIA,NER,9928.688783
2027,EG_COAL,2027,INDIA,NR,9928.688783
2027,EG_COAL,2027,INDIA,ER,9928.688783
2027,EG_COAL,2027,INDIA,WR,9928.688783
2027,EG_COAL,2027,INDIA,SR,9928.688783
2027,EG_COAL,2027,INDIA,NER,9928.688783
2027,EG_COAL,2028,INDIA,NR,9928.688783
2027,EG_COAL,2028,INDIA,ER,9928.688783
2027,EG_COAL,2028,INDIA,WR,9928.688783
2027,EG_COAL,2028,INDIA,SR,9928.688783
2027,EG_COAL,2028,INDIA,NER,9928.688783
2027,EG_COAL,2029,INDIA,NR,9928.688783
2027,EG_COAL,2029,INDIA,ER,9928.688783
2027,EG_COAL,2029,INDIA,WR,9928.688783
2027,EG_COAL,2029,INDIA,SR,9928.688783
2027,EG_COAL,2029,INDIA,NER,9928.688783
2027,EG_COAL,2030,INDIA,NR,9928.688783
2027,EG_COAL,2030,INDIA,ER,9928.688783
2027,EG_COAL,2030,INDIA,WR,9928.688783
2027,EG_COAL,2030,INDIA,SR,9928.688783
2027,EG_COAL,2030,INDIA,NER,9928.688783
2027,EG_COAL,2031,INDIA,NR,9928.688783
2027,EG_COAL,2031,INDIA,ER,9928.688783
2027,EG_COAL,2031,INDIA,WR,9928.688783
2027,EG_COAL,2031,INDIA,SR,9928.688783
2027,EG_COAL,2031,INDIA,NER,9928.688783
2028,EG_COAL,2028,INDIA,NR,9928.688783
2028,EG_COAL,2028,INDIA,ER,9928.688783
2028,EG_COAL,2028,INDIA,WR,9928.688783
2028,EG_COAL,2028,INDIA,SR,9928.688783
2028,EG_COAL,2028,INDIA,NER,9928.688783
2028,EG_COAL,2029,INDIA,NR,9928.688783
2028,EG_COAL,2029,INDIA,ER,9928.688783
2028,EG_COAL,2029,INDIA,WR,9928.688783
2028,EG_COAL,2029,INDIA,SR,9928.688783
2028,EG_COAL,2029,INDIA,NER,9928.688783
2028,EG_COAL,2030,INDIA,NR,9928.688783
2028,EG_COAL,2030,INDIA,ER,9928.688783
2028,EG_COAL,2030,INDIA,WR,9928.688783
2028,EG_COAL,2030,INDIA,SR,9928.688783
2028,EG_COAL,2030,INDIA,NER,9928.688783
2028,EG_COAL,2031,INDIA,NR,9928.688783
2028,EG_COAL,2031,INDIA,ER,9928.688783
2028,EG_COAL,2031,INDIA,WR,9928.688783
2028,EG_COAL,2031,INDIA,SR,9928.688783
2028,EG_COAL,2031,INDIA,NER,9928.688783
2029,EG_COAL,2029,INDIA,NR,9928.688783
2029,EG_COAL,2029,INDIA,ER,9928.688783
2029,EG_COAL,2029,INDIA,WR,9928.688783
2029,EG_COAL,2029,INDIA,SR,9928.688783
2029,EG_COAL,2029,INDIA,NER,9928.688783
2029,EG_COAL,2030,INDIA,NR,9928.688783
2029,EG_COAL,2030,INDIA,ER,9928.688783
2029,EG_COAL,2030,INDIA,WR,9928.688783
2029,EG_COAL,2030,INDIA,SR,9928.688783
2029,EG_COAL,2030,INDIA,NER,9928.688783
2029,EG_COAL,2031,INDIA,NR,9928.688783
2029,EG_COAL,2031,INDIA,ER,9928.688783
2029,EG_COAL,2031,INDIA,WR,9928.688783
2029,EG_COAL,2031,INDIA,SR,9928.688783
2029,EG_COAL,2031,INDIA,NER,9928.688783
2030,EG_COAL,2030,INDIA,NR,9928.688783
2030,EG_COAL,2030,INDIA,ER,9928.688783
2030,EG_COAL,2030,INDIA,WR,9928.688783
2030,EG_COAL,2030,INDIA,SR,9928.688783
2030,EG_COAL,2030,INDIA,NER,9928.688783
2030,EG_COAL,2031,INDIA,NR,9928.688783
2030,EG_COAL,2031,INDIA,ER,9928.688783
2030,EG_COAL,2031,INDIA,WR,9928.688783
2030,EG_COAL,2031,INDIA,SR,9928.688783
2030,EG_COAL,2031,INDIA,NER,9928.688783
2031,EG_COAL,2031,INDIA,NR,9928.688783
2031,EG_COAL,2031,INDIA,ER,9928.688783
2031,EG_COAL,2031,INDIA,WR,9928.688783
2031,EG_COAL,2031,INDIA,SR,9928.688783
2031,EG_COAL,2031,INDIA,NER,9928.688783
2020,EG_CCGT,2021,INDIA,NR,3071.533603
2020,EG_CCGT,2022,INDIA,NR,3076.827639
2020,EG_CCGT,2023,INDIA,NR,3082.1308
2020,EG_CCGT,2024,INDIA,NR,3087.443101
2020,EG_CCGT,2025,INDIA,NR,3092.764559
2020,EG_CCGT,2026,INDIA,NR,3098.095189
2020,EG_CCGT,2027,INDIA,NR,3103.435006
2020,EG_CCGT,2028,INDIA,NR,3108.784027
2020,EG_CCGT,2029,INDIA,NR,3114.142267
2020,EG_CCGT,2030,INDIA,NR,3119.509743
2020,EG_CCGT,2031,INDIA,NR,3124.88647
2020,EG_CCGT,2021,INDIA,ER,2472.518876
2020,EG_CCGT,2022,INDIA,ER,2476.780462
2020,EG_CCGT,2023,INDIA,ER,2481.049394
2020,EG_CCGT,2024,INDIA,ER,2485.325683
2020,EG_CCGT,2025,INDIA,ER,2489.609342
2020,EG_CCGT,2026,INDIA,ER,2493.900385
2020,EG_CCGT,2027,INDIA,ER,2498.198824
2020,EG_CCGT,2028,INDIA,ER,2502.504671
2020,EG_CCGT,2029,INDIA,ER,2506.81794
2020,EG_CCGT,2030,INDIA,ER,2511.138643
2020,EG_CCGT,2031,INDIA,ER,2515.466794
2020,EG_CCGT,2021,INDIA,WR,5742.498491
2020,EG_CCGT,2022,INDIA,WR,5752.396151
2020,EG_CCGT,2023,INDIA,WR,5762.31087
2020,EG_CCGT,2024,INDIA,WR,5772.242678
2020,EG_CCGT,2025,INDIA,WR,5782.191605
2020,EG_CCGT,2026,INDIA,WR,5792.157679
2020,EG_CCGT,2027,INDIA,WR,5802.140931
2020,EG_CCGT,2028,INDIA,WR,5812.14139
2020,EG_CCGT,2029,INDIA,WR,5822.159085
2020,EG_CCGT,2030,INDIA,WR,5832.194046
2020,EG_CCGT,2031,INDIA,WR,5842.246304
2020,EG_CCGT,2021,INDIA,SR,4210.731754
2020,EG_CCGT,2022,INDIA,SR,4217.98929
2020,EG_CCGT,2023,INDIA,SR,4225.259336
2020,EG_CCGT,2024,INDIA,SR,4232.541912
2020,EG_CCGT,2025,INDIA,SR,4239.837039
2020,EG_CCGT,2026,INDIA,SR,4247.144741
2020,EG_CCGT,2027,INDIA,SR,4254.465038
2020,EG_CCGT,2028,INDIA,SR,4261.797952
2020,EG_CCGT,2029,INDIA,SR,4269.143505
2020,EG_CCGT,2030,INDIA,SR,4276.501719
2020,EG_CCGT,2031,INDIA,SR,4283.872615
2020,EG_CCGT,2021,INDIA,NER,2377.91409
2020,EG_CCGT,2022,INDIA,NER,2382.012617
2020,EG_CCGT,2023,INDIA,NER,2386.118208
2020,EG_CCGT,2024,INDIA,NER,2390.230876
2020,EG_CCGT,2025,INDIA,NER,2394.350632
2020,EG_CCGT,2026,INDIA,NER,2398.477488
2020,EG_CCGT,2027,INDIA,NER,2402.611458
2020,EG_CCGT,2028,INDIA,NER,2406.752553
2020,EG_CCGT,2029,INDIA,NER,2410.900786
2020,EG_CCGT,2030,INDIA,NER,2415.056168
2020,EG_CCGT,2031,INDIA,NER,2419.218712
2021,EG_CCGT,2021,INDIA,NR,8848.526957
2021,EG_CCGT,2021,INDIA,ER,8848.526957
2021,EG_CCGT,2021,INDIA,WR,8848.526957
2021,EG_CCGT,2021,INDIA,SR,8848.526957
2021,EG_CCGT,2021,INDIA,NER,8848.526957
2021,EG_CCGT,2022,INDIA,NR,8848.526957
2021,EG_CCGT,2022,INDIA,ER,8848.526957
2021,EG_CCGT,2022,INDIA,WR,8848.526957
2021,EG_CCGT,2022,INDIA,SR,8848.526957
2021,EG_CCGT,2022,INDIA,NER,8848.526957
2021,EG_CCGT,2023,INDIA,NR,8848.526957
2021,EG_CCGT,2023,INDIA,ER,8848.526957
2021,EG_CCGT,2023,INDIA,WR,8848.526957
2021,EG_CCGT,2023,INDIA,SR,8848.526957
2021,EG_CCGT,2023,INDIA,NER,8848.526957
2021,EG_CCGT,2024,INDIA,NR,8848.526957
2021,EG_CCGT,2024,INDIA,ER,8848.526957
2021,EG_CCGT,2024,INDIA,WR,8848.526957
2021,EG_CCGT,2024,INDIA,SR,8848.526957
2021,EG_CCGT,2024,INDIA,NER,8848.526957
2021,EG_CCGT,2025,INDIA,NR,8848.526957
2021,EG_CCGT,2025,INDIA,ER,8848.526957
2021,EG_CCGT,2025,INDIA,WR,8848.526957
2021,EG_CCGT,2025,INDIA,SR,8848.526957
2021,EG_CCGT,2025,INDIA,NER,8848.526957
2021,EG_CCGT,2026,INDIA,NR,8848.526957
2021,EG_CCGT,2026,INDIA,ER,8848.526957
2021,EG_CCGT,2026,INDIA,WR,8848.526957
2021,EG_CCGT,2026,INDIA,SR,8848.526957
2021,EG_CCGT,2026,INDIA,NER,8848.526957
2021,EG_CCGT,2027,INDIA,NR,8848.526957
2021,EG_CCGT,2027,INDIA,ER,8848.526957
2021,EG_CCGT,2027,INDIA,WR,8848.526957
2021,EG_CCGT,2027,INDIA,SR,8848.526957
2021,EG_CCGT,2027,INDIA,NER,8848.526957
2021,EG_CCGT,2028,INDIA,NR,8848.526957
2021,EG_CCGT,2028,INDIA,ER,8848.526957
2021,EG_CCGT,2028,INDIA,WR,8848.526957
2021,EG_CCGT,2028,INDIA,SR,8848.526957
2021,EG_CCGT,2028,INDIA,NER,8848.526957
2021,EG_CCGT,2029,INDIA,NR,8848.526957
2021,EG_CCGT,2029,INDIA,ER,8848.526957
2021,EG_CCGT,2029,INDIA,WR,8848.526957
2021,EG_CCGT,2029,INDIA,SR,8848.526957
2021,EG_CCGT,2029,INDIA,NER,8848.526957
2021,EG_CCGT,2030,INDIA,NR,8848.526957
2021,EG_CCGT,2030,INDIA,ER,8848.526957
2021,EG_CCGT,2030,INDIA,WR,8848.526957
2021,EG_CCGT,2030,INDIA,SR,8848.526957
2021,EG_CCGT,2030,INDIA,NER,8848.526957
2021,EG_CCGT,2031,INDIA,NR,8848.526957
2021,EG_CCGT,2031,INDIA,ER,8848.526957
2021,EG_CCGT,2031,INDIA,WR,8848.526957
2021,EG_CCGT,2031,INDIA,SR,8848.526957
2021,EG_CCGT,2031,INDIA,NER,8848.526957
2022,EG_CCGT,2022,INDIA,NR,8848.526957
2022,EG_CCGT,2022,INDIA,ER,8848.526957
2022,EG_CCGT,2022,INDIA,WR,8848.526957
2022,EG_CCGT,2022,INDIA,SR,8848.526957
2022,EG_CCGT,2022,INDIA,NER,8848.526957
2022,EG_CCGT,2023,INDIA,NR,8848.526957
2022,EG_CCGT,2023,INDIA,ER,8848.526957
2022,EG_CCGT,2023,INDIA,WR,8848.526957
2022,EG_CCGT,2023,INDIA,SR,8848.526957
2022,EG_CCGT,2023,INDIA,NER,8848.526957
2022,EG_CCGT,2024,INDIA,NR,8848.526957
2022,EG_CCGT,2024,INDIA,ER,8848.526957
2022,EG_CCGT,2024,INDIA,WR,8848.526957
2022,EG_CCGT,2024,INDIA,SR,8848.526957
2022,EG_CCGT,2024,INDIA,NER,8848.526957
2022,EG_CCGT,2025,INDIA,NR,8848.526957
2022,EG_CCGT,2025,INDIA,ER,8848.526957
2022,EG_CCGT,2025,INDIA,WR,8848.526957
2022,EG_CCGT,2025,INDIA,SR,8848.526957
2022,EG_CCGT,2025,INDIA,NER,8848.526957
2022,EG_CCGT,2026,INDIA,NR,8848.526957
2022,EG_CCGT,2026,INDIA,ER,8848.526957
2022,EG_CCGT,2026,INDIA,WR,8848.526957
2022,EG_CCGT,2026,INDIA,SR,8848.526957
2022,EG_CCGT,2026,INDIA,NER,8848.526957
2022,EG_CCGT,2027,INDIA,NR,8848.526957
2022,EG_CCGT,2027,INDIA,ER,8848.526957
2022,EG_CCGT,2027,INDIA,WR,8848.526957
2022,EG_CCGT,2027,INDIA,SR,8848.526957
2022,EG_CCGT,2027,INDIA,NER,8848.526957
2022,EG_CCGT,2028,INDIA,NR,8848.526957
2022,EG_CCGT,2028,INDIA,ER,8848.526957
2022,EG_CCGT,2028,INDIA,WR,8848.526957
2022,EG_CCGT,2028,INDIA,SR,8848.526957
2022,EG_CCGT,2028,INDIA,NER,8848.526957
2022,EG_CCGT,2029,INDIA,NR,8848.526957
2022,EG_CCGT,2029,INDIA,ER,8848.526957
2022,EG_CCGT,2029,INDIA,WR,8848.526957
2022,EG_CCGT,2029,INDIA,SR,8848.526957
2022,EG_CCGT,2029,INDIA,NER,8848.526957
2022,EG_CCGT,2030,INDIA,NR,8848.526957
2022,EG_CCGT,2030,INDIA,ER,8848.526957
2022,EG_CCGT,2030,INDIA,WR,8848.526957
2022,EG_CCGT,2030,INDIA,SR,8848.526957
2022,EG_CCGT,2030,INDIA,NER,8848.526957
2022,EG_CCGT,2031,INDIA,NR,8848.526957
2022,EG_CCGT,2031,INDIA,ER,8848.526957
2022,EG_CCGT,2031,INDIA,WR,8848.526957
2022,EG_CCGT,2031,INDIA,SR,8848.526957
2022,EG_CCGT,2031,INDIA,NER,8848.526957
2023,EG_CCGT,2023,INDIA,NR,8848.526957
2023,EG_CCGT,2023,INDIA,ER,8848.526957
2023,EG_CCGT,2023,INDIA,WR,8848.526957
2023,EG_CCGT,2023,INDIA,SR,8848.526957
2023,EG_CCGT,2023,INDIA,NER,8848.526957
2023,EG_CCGT,2024,INDIA,NR,8848.526957
2023,EG_CCGT,2024,INDIA,ER,8848.526957
2023,EG_CCGT,2024,INDIA,WR,8848.526957
2023,EG_CCGT,2024,INDIA,SR,8848.526957
2023,EG_CCGT,2024,INDIA,NER,8848.526957
2023,EG_CCGT,2025,INDIA,NR,8848.526957
2023,EG_CCGT,2025,INDIA,ER,8848.526957
2023,EG_CCGT,2025,INDIA,WR,8848.526957
2023,EG_CCGT,2025,INDIA,SR,8848.526957
2023,EG_CCGT,2025,INDIA,NER,8848.526957
2023,EG_CCGT,2026,INDIA,NR,8848.526957
2023,EG_CCGT,2026,INDIA,ER,8848.526957
2023,EG_CCGT,2026,INDIA,WR,8848.526957
2023,EG_CCGT,2026,INDIA,SR,8848.526957
2023,EG_CCGT,2026,INDIA,NER,8848.526957
2023,EG_CCGT,2027,INDIA,NR,8848.526957
2023,EG_CCGT,2027,INDIA,ER,8848.526957
2023,EG_CCGT,2027,INDIA,WR,8848.526957
2023,EG_CCGT,2027,INDIA,SR,8848.526957
2023,EG_CCGT,2027,INDIA,NER,8848.526957
2023,EG_CCGT,2028,INDIA,NR,8848.526957
2023,EG_CCGT,2028,INDIA,ER,8848.526957
2023,EG_CCGT,2028,INDIA,WR,8848.526957
2023,EG_CCGT,2028,INDIA,SR,8848.526957
2023,EG_CCGT,2028,INDIA,NER,8848.526957
2023,EG_CCGT,2029,INDIA,NR,8848.526957
2023,EG_CCGT,2029,INDIA,ER,8848.526957
2023,EG_CCGT,2029,INDIA,WR,8848.526957
2023,EG_CCGT,2029,INDIA,SR,8848.526957
2023,EG_CCGT,2029,INDIA,NER,8848.526957
2023,EG_CCGT,2030,INDIA,NR,8848.526957
2023,EG_CCGT,2030,INDIA,ER,8848.526957
2023,EG_CCGT,2030,INDIA,WR,8848.526957
2023,EG_CCGT,2030,INDIA,SR,8848.526957
2023,EG_CCGT,2030,INDIA,NER,8848.526957
2023,EG_CCGT,2031,INDIA,NR,8848.526957
2023,EG_CCGT,2031,INDIA,ER,8848.526957
2023,EG_CCGT,2031,INDIA,WR,8848.526957
2023,EG_CCGT,2031,INDIA,SR,8848.526957
2023,EG_CCGT,2031,INDIA,NER,8848.526957
2024,EG_CCGT,2024,INDIA,NR,8848.526957
2024,EG_CCGT,2024,INDIA,ER,8848.526957
2024,EG_CCGT,2024,INDIA,WR,8848.526957
2024,EG_CCGT,2024,INDIA,SR,8848.526957
2024,EG_CCGT,2024,INDIA,NER,8848.526957
2024,EG_CCGT,2025,INDIA,NR,8848.526957
2024,EG_CCGT,2025,INDIA,ER,8848.526957
2024,EG_CCGT,2025,INDIA,WR,8848.526957
2024,EG_CCGT,2025,INDIA,SR,8848.526957
2024,EG_CCGT,2025,INDIA,NER,8848.526957
2024,EG_CCGT,2026,INDIA,NR,8848.526957
2024,EG_CCGT,2026,INDIA,ER,8848.526957
2024,EG_CCGT,2026,INDIA,WR,8848.526957
2024,EG_CCGT,2026,INDIA,SR,8848.526957
2024,EG_CCGT,2026,INDIA,NER,8848.526957
2024,EG_CCGT,2027,INDIA,NR,8848.526957
2024,EG_CCGT,2027,INDIA,ER,8848.526957
2024,EG_CCGT,2027,INDIA,WR,8848.526957
2024,EG_CCGT,2027,INDIA,SR,8848.526957
2024,EG_CCGT,2027,INDIA,NER,8848.526957
2024,EG_CCGT,2028,INDIA,NR,8848.526957
2024,EG_CCGT,2028,INDIA,ER,8848.526957
2024,EG_CCGT,2028,INDIA,WR,8848.526957
2024,EG_CCGT,2028,INDIA,SR,8848.526957
2024,EG_CCGT,2028,INDIA,NER,8848.526957
2024,EG_CCGT,2029,INDIA,NR,8848.526957
2024,EG_CCGT,2029,INDIA,ER,8848.526957
2024,EG_CCGT,2029,INDIA,WR,8848.526957
2024,EG_CCGT,2029,INDIA,SR,8848.526957
2024,EG_CCGT,2029,INDIA,NER,8848.526957
2024,EG_CCGT,2030,INDIA,NR,8848.526957
2024,EG_CCGT,2030,INDIA,ER,8848.526957
2024,EG_CCGT,2030,INDIA,WR,8848.526957
2024,EG_CCGT,2030,INDIA,SR,8848.526957
2024,EG_CCGT,2030,INDIA,NER,8848.526957
2024,EG_CCGT,2031,INDIA,NR,8848.526957
2024,EG_CCGT,2031,INDIA,ER,8848.526957
2024,EG_CCGT,2031,INDIA,WR,8848.526957
2024,EG_CCGT,2031,INDIA,SR,8848.526957
2024,EG_CCGT,2031,INDIA,NER,8848.526957
2025,EG_CCGT,2025,INDIA,NR,8848.526957
2025,EG_CCGT,2025,INDIA,ER,8848.526957
2025,EG_CCGT,2025,INDIA,WR,8848.526957
2025,EG_CCGT,2025,INDIA,SR,8848.526957
2025,EG_CCGT,2025,INDIA,NER,8848.526957
2025,EG_CCGT,2026,INDIA,NR,8848.526957
2025,EG_CCGT,2026,INDIA,ER,8848.526957
2025,EG_CCGT,2026,INDIA,WR,8848.526957
2025,EG_CCGT,2026,INDIA,SR,8848.526957
2025,EG_CCGT,2026,INDIA,NER,8848.526957
2025,EG_CCGT,2027,INDIA,NR,8848.526957
2025,EG_CCGT,2027,INDIA,ER,8848.526957
2025,EG_CCGT,2027,INDIA,WR,8848.526957
2025,EG_CCGT,2027,INDIA,SR,8848.526957
2025,EG_CCGT,2027,INDIA,NER,8848.526957
2025,EG_CCGT,2028,INDIA,NR,8848.526957
2025,EG_CCGT,2028,INDIA,ER,8848.526957
2025,EG_CCGT,2028,INDIA,WR,8848.526957
2025,EG_CCGT,2028,INDIA,SR,8848.526957
2025,EG_CCGT,2028,INDIA,NER,8848.526957
2025,EG_CCGT,2029,INDIA,NR,8848.526957
2025,EG_CCGT,2029,INDIA,ER,8848.526957
2025,EG_CCGT,2029,INDIA,WR,8848.526957
2025,EG_CCGT,2029,INDIA,SR,8848.526957
2025,EG_CCGT,2029,INDIA,NER,8848.526957
2025,EG_CCGT,2030,INDIA,NR,8848.526957
2025,EG_CCGT,2030,INDIA,ER,8848.526957
2025,EG_CCGT,2030,INDIA,WR,8848.526957
2025,EG_CCGT,2030,INDIA,SR,8848.526957
